gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name
ENSMUSG00000099183.1,0.821151,-3.033577740243551,3.8247927091313163,-0.7931352025957336,0.4276990549326545,NA,Gm27881
ENSMUSG00000065559.1,75.207146,0.16707878082725888,0.342576497343333,0.48771232738657827,0.6257536188136551,0.8299636782230476,Mir206
ENSMUSG00000065480.1,0.14410487,-1.2163992056357602,5.393035273384003,-0.22555001849125647,0.8215514185071673,NA,Mir133b
ENSMUSG00000065405.3,9647.35,-0.004902531306855569,0.04711578145438713,-0.10405284929003498,0.9171274084810372,0.9680789311744282,Mir30a
ENSMUSG00000065567.1,367.62875,-0.35657941202012217,0.18850610174293686,-1.8916067369871374,0.05854339761314697,0.20392616835246194,Mir30c-2
ENSMUSG00000105982.1,3.5010896,0.04415893121602361,1.665965839834455,0.026506504611410055,0.9788533454935662,NA,Mir6896
ENSMUSG00000092852.1,2.0862544,-0.18579882202901984,1.8844146531995571,-0.0985976317439217,0.9214577504542764,NA,Mir5103
ENSMUSG00000098752.1,29.009148,0.453537470651184,0.2635735813433504,1.7207243166771429,0.08530086166466691,0.26608776250619975,Mir6897
ENSMUSG00000098680.1,3.38442,2.9801733574681655,1.7382882523206589,1.7144299016515578,0.08644980081647433,NA,Mir6898
ENSMUSG00000106081.1,0.4323146,-2.3189676754625093,4.606386881325293,-0.5034244268243757,0.6146659013651758,NA,Gm47280
ENSMUSG00000098487.1,4.1360726,1.0712485285483522,1.3082303816911045,0.8188531190993944,0.41287022006884344,NA,Mir6899
ENSMUSG00000065468.1,11388.939,-0.10667855102307823,0.1267886071325398,-0.8413890919360025,0.4001299943342148,0.7106256218263788,Mir26b
ENSMUSG00000065616.3,434.11945,1.0649542520483766,0.11672571011759823,9.123561989689003,7.269489457925685e-20,2.5322054945107803e-18,Mir375
ENSMUSG00000093782.1,2.4242036,-0.18349397617707358,1.5179741406706213,-0.12088083140600031,0.9037854251445911,NA,Gm22396
ENSMUSG00000093254.1,9.530207,0.6077876477094257,0.9025058814433392,0.6734445284028697,0.5006645280930739,0.7904774831054855,Mir5126
ENSMUSG00000104627.1,158.22206,0.20363852483919082,0.25417536733152474,0.8011733276009474,0.4230313100877736,0.7247011787569236,mmu-mir-3535
ENSMUSG00000098288.1,44.370296,-0.34092465470727973,0.3072474469475051,-1.109609398204466,0.2671673796645516,0.5697753301009315,Mir6900
ENSMUSG00000065470.1,74311.445,-0.12857767618956556,0.11131271958146029,-1.1551031784419796,0.2480481767988787,0.5457059889575332,Mir149
ENSMUSG00000098997.1,0.3331552,1.7888905524712537,5.133084278252462,0.34850208091270113,0.7274631513181109,NA,Mir6901
ENSMUSG00000106302.1,1.4324145,2.5823723936340675,2.4679319096561776,1.0463710054277118,0.2953897740311804,NA,Mir6902
ENSMUSG00000065520.2,32570.316,0.1967943722909498,0.1521681089107661,1.2932694879342508,0.1959178697414805,0.47337381243895293,Mir128-1
ENSMUSG00000065435.1,410.5408,-0.29764599369226113,0.1972904421991262,-1.5086690990932323,0.1313833660762055,0.3685788390594221,Mir135b
ENSMUSG00000098606.1,5.0322747,-2.698741295121947,1.4002768886612804,-1.9272911786054323,0.05394335233656213,NA,Mir6903
ENSMUSG00000093515.1,32.911472,0.18727350581119645,0.48923126521999255,0.38279136908182926,0.7018744614603207,0.8757338310691852,Mir1231
ENSMUSG00000065565.1,2998.8367,0.4018138273867751,0.037341024839746224,10.760653439781326,5.2794473391805046e-27,2.7585112347218137e-25,Mir181a-1
ENSMUSG00000065458.1,72.34772,0.17270475318668965,0.4578749792430333,0.377187575246431,0.7060342130868791,0.8757338310691852,Mir181b-1
ENSMUSG00000106406.1,10.821139,-0.363259052628287,0.7665186988381378,-0.47390762049106216,0.635565784776045,0.8315672250208288,Mir7682
