gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name
ENSMUSG00000099183.1,0.14513361,-0.8042813034359585,5.384269036655232,-0.14937613591752966,0.8812568412300454,NA,Gm27881
ENSMUSG00000065559.1,41.98458,-0.317131831666967,0.36632701617313906,-0.8657069166776368,0.38665090602125163,0.8073007977279156,Mir206
ENSMUSG00000065480.1,0.14513361,-0.8042813034359585,5.384269036655232,-0.14937613591752966,0.8812568412300454,NA,Mir133b
ENSMUSG00000065405.3,10709.282,-0.21473539777764677,0.13310718149861492,-1.613251782210423,0.1066898175332775,0.4814719970732523,Mir30a
ENSMUSG00000065567.1,708.87775,0.12029565447739839,0.18483239509511493,0.6508364208313923,0.5151520868973181,0.8497258904200822,Mir30c-2
ENSMUSG00000105982.1,0.9026396,-3.008880218499087,3.4535117268906648,-0.8712523530962792,0.38361638007411125,NA,Mir6896
ENSMUSG00000092852.1,1.4946467,-1.7742726661967514,1.553625496144188,-1.1420208220064416,0.253445364785839,NA,Mir5103
ENSMUSG00000098752.1,27.607185,0.48583965303017146,0.5273430908433553,0.9212970862160926,0.3568953419670824,0.8073007977279156,Mir6897
ENSMUSG00000098680.1,2.270648,-0.3099935754196299,1.7835180178328696,-0.17381017310736185,0.8620146491066404,NA,Mir6898
ENSMUSG00000106081.1,0.0,NA,NA,NA,NA,NA,Gm47280
ENSMUSG00000098487.1,1.7645485,-0.24787291458891372,2.260122217834013,-0.1096723498548068,0.9126692297271679,NA,Mir6899
ENSMUSG00000065468.1,12731.837,-0.040842635823730045,0.37068850315437835,-0.11018047626559535,0.9122662456762245,0.99516599802397,Mir26b
ENSMUSG00000065616.3,678.18604,0.19873055948227275,0.22147372943186686,0.897309852469023,0.36955360058684805,0.8073007977279156,Mir375
ENSMUSG00000093782.1,1.3062025,-3.628003484711457,3.3465159801479896,-1.0841135994070523,0.2783144337962663,NA,Gm22396
ENSMUSG00000093254.1,3.8411493,-0.9105947615356814,1.5310726583951149,-0.594743010099975,0.5520152672681145,NA,Mir5126
ENSMUSG00000104627.1,217.52005,0.27653300181500823,0.23435202172755432,1.179989828022441,0.2380042605970566,0.6702199978413114,mmu-mir-3535
ENSMUSG00000098288.1,28.81253,0.5833581182882306,0.4185125980979472,1.3938842485016507,0.16335256158301226,0.5637264870315717,Mir6900
ENSMUSG00000065470.1,40614.953,-0.19649273083244745,0.11689574750892608,-1.6809228309818833,0.09277790468009826,0.45996933024499426,Mir149
ENSMUSG00000098997.1,0.43540084,-2.047754967985591,4.6213768035696585,-0.44310495660164695,0.6576898201955916,NA,Mir6901
ENSMUSG00000106302.1,0.3061862,-1.3512245503410643,5.314615746827418,-0.2542468947350866,0.7993048238006882,NA,Mir6902
ENSMUSG00000065520.2,31835.197,-0.16862354143338876,0.21463182055337846,-0.7856409222017126,0.43207788300136374,0.8073007977279156,Mir128-1
ENSMUSG00000065435.1,204.08192,-0.476291971790629,0.3368407450724746,-1.4139975010687917,0.15736263620476043,0.5484321578621354,Mir135b
ENSMUSG00000098606.1,2.1299605,-1.329631323713337,1.865216049719883,-0.7128564671706638,0.47593457955658935,NA,Mir6903
ENSMUSG00000093515.1,17.193062,-0.08489001361160943,0.6770333323941468,-0.12538527949786266,0.9002185414014625,0.99516599802397,Mir1231
ENSMUSG00000065565.1,1162.7751,-0.16681591265445808,0.12473534447309748,-1.3373588164534744,0.18110554070273333,0.6014070785600201,Mir181a-1
ENSMUSG00000065458.1,44.33882,-0.10785493000932105,0.41915814740611534,-0.2573132138233787,0.7969369926465506,0.9790763216382592,Mir181b-1
ENSMUSG00000106406.1,0.7804476,-1.1718931457397415,3.182272592101746,-0.36825668192232375,0.7126818491968576,NA,Mir7682
ENSMUSG00000099227.1,72.59395,-0.05544573075452994,0.1655091022648118,-0.33500109659115723,0.7376242590083396,0.9606796862161457,Mir8114
ENSMUSG00000070103.2,609.95764,-0.007649264894429641,0.20750110417596956,-0.03686373103799364,0.9705936585181286,0.9998880532058342,Mir488
ENSMUSG00000105399.1,2591.052,0.11007333806925507,0.07425992773694483,1.4822710097318452,0.13826819882056327,0.5404242191870084,Mir1843b
ENSMUSG00000089204.1,3.4045844,0.029568951355804958,1.5248886572309366,0.019390892059948543,0.9845292761272058,NA,Mir1927
ENSMUSG00000070126.1,0.7996526,3.4531346776832463,3.810747338168025,0.9061568168261985,0.36485285597514105,NA,Mir199a-2
ENSMUSG00000065516.1,143.48892,0.32731671418545666,0.2699017654838774,1.2127253543475205,0.22523484278501482,0.6686342402492772,Mir214
ENSMUSG00000088246.1,2.1058588,1.484009963406055,1.9772445377672931,0.7505444749296417,0.45292684815126083,NA,Gm25911
ENSMUSG00000099119.1,0.49018037,-0.20049146114753455,3.797522960542572,-0.052795325592683,0.9578949859449817,NA,Mir6546
ENSMUSG00000065573.1,534.43396,0.1776520649290597,0.06047435768645849,2.937642857657665,0.003307177633778465,0.04850527196208416,Mir350
ENSMUSG00000098926.1,0.0,NA,NA,NA,NA,NA,Mir6904
ENSMUSG00000088559.1,1842.3975,0.051743769565093294,0.16036145914578737,0.32266961052064347,0.7469454693593756,0.9630945245952389,Mir1981
ENSMUSG00000105770.1,987.2655,-0.043709812468983526,0.09075314475558631,-0.4816341360588826,0.630065872099157,0.9192885043304438,Mir664
ENSMUSG00000065581.1,0.58053446,-2.461818173240756,4.195446416880557,-0.5867833666842999,0.5573492093012764,NA,Mir194-1
ENSMUSG00000065562.1,0.6123724,-2.4103422881835894,4.177301549633131,-0.5770094065618213,0.5639331011128101,NA,Mir215
